Id,SalePrice
1461,126655.98
1462,169280.75
1463,176690.31
1464,190618.47
1465,211501.67
1466,173040.38
1467,164327.97
1468,164746.97
1469,190604.1
1470,126028.27
1471,205247.0
1472,95586.13
1473,96215.2
1474,161401.9
1475,141884.75
1476,431776.97
1477,260331.28
1478,287948.7
1479,242782.42
1480,510261.03
1481,379629.8
1482,215411.1
1483,171660.7
1484,172429.34
1485,165533.19
1486,198563.83
1487,414497.78
1488,237265.34
1489,197366.31
1490,209579.62
1491,192603.66
1492,96229.164
1493,178074.9
1494,296702.62
1495,289473.5
1496,226622.6
1497,186736.89
1498,155727.92
1499,157080.45
1500,145312.42
1501,190123.62
1502,144347.64
1503,289066.38
1504,240638.64
1505,226234.66
1506,171299.89
1507,231662.5
1508,200746.28
1509,163233.84
1510,146170.83
1511,140290.88
1512,176684.56
1513,153482.4
1514,171998.2
1515,184451.62
1516,163760.95
1517,161233.2
1518,129031.81
1519,214529.4
1520,132075.06
1521,134296.62
1522,176782.25
1523,114918.08
1524,122060.93
1525,127104.29
1526,125118.55
1527,106959.79
1528,126007.85
1529,144112.5
1530,195193.23
1531,115616.59
1532,99593.37
1533,142443.64
1534,125740.695
1535,161803.67
1536,109394.62
1537,75535.586
1538,175023.72
1539,224727.58
1540,106553.88
1541,139149.08
1542,135513.0
1543,200082.78
1544,84842.766
1545,107850.09
1546,123349.39
1547,136357.39
1548,130036.04
1549,116663.55
1550,132696.36
1551,99382.164
1552,130508.69
1553,148222.2
1554,123301.875
1555,169000.64
1556,90756.6
1557,111187.97
1558,97792.375
1559,102898.82
1560,141547.62
1561,139460.84
1562,126742.31
1563,115287.13
1564,168996.0
1565,151227.81
1566,234183.42
1567,78827.21
1568,232580.03
1569,145223.34
1570,124322.7
1571,139543.86
1572,146756.03
1573,238103.2
1574,128976.28
1575,222110.22
1576,235875.38
1577,182735.66
1578,151599.44
1579,137183.3
1580,193657.38
1581,136040.25
1582,125171.766
1583,312436.62
1584,221789.77
1585,140605.33
1586,89282.305
1587,99181.88
1588,143036.7
1589,94853.625
1590,141075.12
1591,101230.11
1592,110890.58
1593,126235.43
1594,123751.016
1595,126557.1
1596,194335.0
1597,183912.23
1598,202038.69
1599,211758.72
1600,198651.66
1601,74976.39
1602,113835.28
1603,89068.44
1604,255229.31
1605,239655.83
1606,170769.08
1607,158903.86
1608,197889.95
1609,187320.12
