Id,SalePrice
1461,135647.95
1462,169987.84
1463,198381.0
1464,189802.86
1465,227877.73
1466,171168.33
1467,175317.39
1468,171376.67
1469,185094.42
1470,123344.68
1471,191084.17
1472,96978.31
1473,98627.39
1474,157918.52
1475,134958.94
1476,353403.1
1477,261514.88
1478,313368.47
1479,279400.53
1480,485035.25
1481,285471.47
1482,200130.84
1483,182926.17
1484,162004.81
1485,165472.38
1486,203958.33
1487,302508.28
1488,211712.81
1489,187969.92
1490,213199.14
1491,189622.14
1492,100322.82
1493,190165.25
1494,285226.3
1495,285366.2
1496,246230.44
1497,173282.11
1498,151659.52
1499,139486.42
1500,146699.88
1501,175875.77
1502,146571.75
1503,269121.7
1504,242168.56
1505,236510.55
1506,187454.23
1507,238574.36
1508,210349.81
1509,162266.03
1510,142818.94
1511,142578.47
1512,186334.6
1513,147922.34
1514,162635.06
1515,174707.48
1516,171494.83
1517,158377.67
1518,129534.85
1519,217439.56
1520,134806.62
1521,136610.5
1522,160065.03
1523,115381.53
1524,121463.81
1525,105414.96
1526,125166.18
1527,106571.89
1528,130334.65
1529,143727.23
1530,192418.89
1531,107921.72
1532,76434.08
1533,140841.75
1534,126278.58
1535,152741.95
1536,99212.49
1537,71137.76
1538,152900.55
1539,243634.9
1540,121728.55
1541,140429.75
1542,132239.98
1543,230280.39
1544,66336.81
1545,102528.15
1546,138640.12
1547,136609.62
1548,135365.11
1549,126309.73
1550,146794.97
1551,103555.62
1552,151084.12
1553,149533.31
1554,120885.945
1555,160915.11
1556,67802.625
1557,121793.766
1558,101075.43
1559,91383.92
1560,169271.61
1561,136438.58
1562,126439.66
1563,113261.38
1564,138145.89
1565,161974.64
1566,245843.11
1567,92720.26
1568,241528.47
1569,152462.28
1570,129306.234
1571,146377.27
1572,142239.52
1573,241647.67
1574,135183.45
1575,236834.08
1576,233974.81
1577,179890.92
1578,158105.88
1579,141508.53
1580,192961.5
1581,142700.19
1582,130385.56
1583,274269.38
1584,223028.11
1585,144418.12
1586,73869.97
1587,107439.836
1588,146217.27
1589,111454.43
1590,148302.47
1591,103072.5
1592,115791.67
1593,127198.484
1594,132933.6
1595,136132.88
1596,221259.27
1597,165018.22
1598,193048.27
1599,200751.5
1600,185946.84
1601,73017.65
1602,122964.0
1603,74391.44
1604,294360.06
1605,251880.3
1606,174950.33
1607,160595.4
1608,204715.94
1609,177480.25
1610,166365.6
1611,145604.16
1612,170384.33
1613,156803.66
1614,126203.4
1615,94202.836
1616,84449.62
1617,97700.37
1618,127782.875
1619,144343.02
1620,167999.66
1621,127220.016
1622,140727.39
1623,217091.34
1624,225428.1
1625,130796.7
1626,181265.98
1627,189893.06
1628,259550.25
1629,177328.12
1630,292891.5
1631,234859.03
1632,217824.2
1633,157662.78
1634,183442.22
1635,186809.36
1636,165083.69
1637,179542.52
1638,193368.75
1639,172969.6
1640,241792.86
1641,181640.1
1642,220454.92
1643,228598.27
1644,239661.73
1645,196231.11
1646,164023.58
1647,178360.23
1648,132271.58
1649,137609.44
1650,126291.96
1651,126317.625
1652,102379.56
1653,107203.46
1654,160604.61
1655,153682.02
1656,156869.14
1657,162570.97
1658,159578.75
1659,142851.9
1660,147482.9
1661,487580.66
1662,374793.5
1663,398773.4
1664,459535.12
1665,316610.38
1666,289993.75
1667,328459.1
1668,274083.72
1669,300531.66
1670,333387.72
1671,256122.7
1672,534922.0
1673,300370.94
1674,242556.31
1675,197250.5
1676,191292.75
1677,223169.52
1678,511619.97
1679,354661.75
1680,335301.78
1681,263921.84
1682,277923.53
1683,184621.95
1684,160941.28
1685,182382.2
1686,168715.62
1687,154544.33
1688,195606.39
1689,199776.4
1690,183003.33
1691,162294.42
1692,248639.06
1693,160150.06
1694,188662.62
1695,157916.61
1696,247742.36
1697,157045.17
1698,340672.38
1699,299191.66
1700,240650.31
1701,271686.06
1702,272894.78
1703,249134.36
1704,278249.3
1705,225974.47
1706,326984.2
1707,201767.0
1708,201182.31
1709,298505.78
1710,226050.89
1711,249993.23
1712,209025.5
1713,245457.05
1714,237370.39
1715,211429.42
1716,175718.34
1717,156277.78
1718,142605.08
1719,196261.31
1720,255363.73
1721,157599.84
1722,137304.34
1723,147413.89
1724,183641.22
1725,244220.36
1726,200186.83
1727,165092.67
1728,178025.62
1729,169925.86
1730,157738.48
1731,106342.86
1732,140109.0
1733,115903.18
1734,125651.8
1735,132231.52
1736,113527.77
1737,273861.28
1738,220980.4
1739,278094.94
1740,199037.39
1741,182161.05
1742,171848.06
1743,171923.73
1744,318604.0
1745,200585.34
1746,270766.06
1747,211977.92
1748,226267.0
1749,149274.19
1750,125271.43
1751,239996.89
1752,121260.305
1753,148481.95
1754,225979.27
1755,159569.08
1756,123307.12
1757,120656.1
1758,148622.88
1759,166577.23
1760,155306.75
1761,141970.64
1762,169875.12
1763,173646.88
1764,112180.836
1765,156804.31
1766,158800.11
1767,204196.14
1768,140034.22
1769,175563.77
1770,137877.69
1771,128879.48
1772,142393.75
1773,139370.75
1774,132443.94
1775,135311.69
1776,116292.2
1777,121091.75
1778,137322.58
1779,121632.03
1780,182491.4
1781,128851.52
1782,92455.55
1783,117032.234
1784,121925.02
1785,113461.836
1786,185552.92
1787,166495.28
1788,65872.25
1789,56685.746
1790,86059.0
1791,178020.52
1792,154711.42
1793,149306.67
1794,146583.94
1795,138029.11
1796,130258.78
1797,119389.24
1798,134856.34
1799,119031.02
1800,135643.47
1801,130694.54
1802,160380.27
1803,153756.28
1804,148549.2
1805,133737.78
1806,119363.37
1807,158406.95
1808,133975.97
1809,130151.4
1810,134222.61
1811,105196.68
1812,115265.16
1813,127739.37
